        Res  : IGHV5-10-1*01       IGHD3-10*02         IGHJ5*02            

S2509   Pred : IGHV3-13*04         IGHD3-3*02          IGHJ6*04            
        Res  : IGHV3-13*04         IGHD3-3*02          IGHJ6*04            

S2510   Pred : IGHV3-43D*01        IGHD5-18*01         IGHJ2*01            
        Res  : IGHV3-43D*01        IGHD5-18*01         IGHJ2*01            

S2511   Pred : IGHV3-49*01         IGHD2/OR15-2a*01    IGHJ6*03            
        Res  : IGHV3-49*01         IGHD2/OR15-2a*01    IGHJ6*03            

S2512   Pred : IGHV2-5*08          IGHD5-12*01         IGHJ6*02            
        Res  : IGHV2-5*08          IGHD5-12*01         IGHJ6*02            

S2513   Pred : IGHV4-39*01         IGHD3-10*01         IGHJ6*01            
        Res  : IGHV4-39*01         IGHD3-10*01         IGHJ6*01            

S2514   Pred : IGHV3-20*02         IGHD3-16*01         IGHJ4*01            
        Res  : IGHV3-20*02         IGHD3-16*01         IGHJ4*01            

S2515   Pred : IGHV3-43*02         IGHD3-16*01         IGHJ1*01            
        Res  : IGHV3-43*02         IGHD3-16*01         IGHJ1*01            

S2516   Pred : IGHV2-70D*14        IGHD6-6*01          IGHJ1*01            
        Res  : IGHV2-70D*14        IGHD6-13*01         IGHJ1*01            

S2517   Pred : IGHV3/OR16-13*01    IGHD5-12*01         IGHJ2*01            
        Res  : IGHV3/OR16-13*01    IGHD5-12*01         IGHJ2*01            

S2518   Pred : IGHV7-4-1*01        IGHD2-2*03          IGHJ6*02            
        Res  : IGHV7-4-1*02        IGHD6-13*01         IGHJ6*02            

S2519   Pred : IGHV3-30*07         IGHD1-20*01         IGHJ3*01            
        Res  : IGHV3-30*15         IGHD1-7*01          IGHJ3*01            

S2520   Pred : IGHV4-61*04         IGHD2/OR15-2b*01    IGHJ3*02            
        Res  : IGHV4-61*04         IGHD2/OR15-2a*01    IGHJ3*02            

S2521   Pred : IGHV1/OR15-1*02     No genes            IGHJ3*01            
        Res  : IGHV1/OR15-1*02     IGHD1-20*01         IGHJ3*01            

S2522   Pred : IGHV1-3*01          IGHD3/OR15-3a*01    IGHJ1*01            
        Res  : IGHV1-3*01          IGHD3/OR15-3a*01    IGHJ1*01            

S2523   Pred : IGHV3-64*05         IGHD6-6*01          IGHJ6*04            
        Res  : IGHV3-64*03         IGHD6-6*01          IGHJ6*04            

S2524   Pred : IGHV1-69*14         IGHD1-14*01         IGHJ2*01            
        Res  : IGHV1-69*12         IGHD1-14*01         IGHJ2*01            

S2525   Pred : IGHV3-20*02         IGHD2-8*02          IGHJ3*01            
        Res  : IGHV3-20*02         IGHD2-8*02          IGHJ3*01            

S2526   Pred : IGHV1-3*02          IGHD1-1*01          IGHJ5*02            
        Res  : IGHV1-3*02          IGHD7-27*01         IGHJ5*02            

S2527   Pred : IGHV3-9*02          IGHD6-25*01         IGHJ2*01            
        Res  : IGHV3-9*02          IGHD6-25*01         IGHJ2*01            

S2528   Pred : IGHV4-61*02         IGHD3-10*01         IGHJ5*01            
        Res  : IGHV4-61*02         IGHD1-26*01         IGHJ5*01            

S2529   Pred : IGHV3-64*05         IGHD4/OR15-4a*01    IGHJ5*02            
        Res  : IGHV3-64*03         IGHD4/OR15-4a*01    IGHJ5*02            

S2530   Pred : IGHV3/OR16-13*01    IGHD3/OR15-3a*01    IGHJ1*01            
        Res  : IGHV3/OR16-13*01    IGHD3-3*02          IGHJ1*01            

S2531   Pred : IGHV3-43*02         No genes            IGHJ5*02            
        Res  : IGHV3-43*02         IGHD6-6*01          IGHJ5*02            

S2532   Pred : IGHV4-4*04          IGHD2-2*01          IGHJ2*01            
        Res  : IGHV4-4*04          IGHD6-13*01         IGHJ2*01            

S2533   Pred : IGHV1/OR15-1*01     IGHD1/OR15-1b*01    IGHJ1*01            
        Res  : IGHV1/OR15-1*02     IGHD1-7*01          IGHJ1*01            

S2534   Pred : IGHV3-NL1*01        IGHD3-9*01          IGHJ1*01            
        Res  : IGHV3-NL1*01        IGHD3-9*01          IGHJ1*01            

S2535   Pred : IGHV3-21*03         IGHD6-13*01         IGHJ6*04            
        Res  : IGHV3-21*04         IGHD1/OR15-1a*01    IGHJ6*04            

S2536   Pred : IGHV5-10-1*01       IGHD1-26*01         IGHJ3*02            
        Res  : IGHV5-10-1*01       IGHD1-26*01         IGHJ3*02            

S2537   Pred : IGHV3-15*01         IGHD3-16*01         IGHJ2*01            
        Res  : IGHV3-15*01         IGHD3-16*01         IGHJ2*01            

S2538   Pred : IGHV3-33*01         IGHD3/OR15-3a*01    IGHJ5*02            
        Res  : IGHV3-33*06         IGHD3/OR15-3a*01    IGHJ5*02            

S2539   Pred : IGHV3-43D*01        No genes            IGHJ6*04            
        Res  : IGHV3-43D*01        IGHD7-27*01         IGHJ6*04            

S2540   Pred : IGHV3-7*01          IGHD3-3*01          IGHJ3*02            
        Res  : IGHV3-7*01          IGHD3-3*01          IGHJ3*02            

S2541   Pred : IGHV4-31*05         IGHD6-19*01         IGHJ1*01            
        Res  : IGHV4-31*05         IGHD6-19*01         IGHJ1*01            

S2542   Pred : IGHV1-8*01          IGHD3-16*01         IGHJ4*02            
        Res  : IGHV1-8*02          IGHD3-16*01         IGHJ4*01            

S2543   Pred : IGHV3-66*02         IGHD4-23*01         IGHJ1*01            
        Res  : IGHV3-66*02         IGHD6-19*01         IGHJ1*01            

S2544   Pred : IGHV3/OR15-7*01     IGHD3/OR15-3a*01    IGHJ5*01            
        Res  : IGHV3/OR15-7*03     IGHD3/OR15-3a*01    IGHJ5*01            

S2545   Pred : IGHV1-69*03         IGHD6-25*01         IGHJ6*01            
        Res  : IGHV1-69D*01        IGHD6-25*01         IGHJ6*01            

S2546   Pred : IGHV4-4*02          IGHD2-21*02         IGHJ5*01            
        Res  : IGHV4-4*02          IGHD2-21*02         IGHJ5*01            

S2547   Pred : IGHV3-7*01          IGHD7-27*01         IGHJ2*01            
        Res  : IGHV3-7*01          IGHD7-27*01         IGHJ2*01            

S2548   Pred : IGHV3-49*02         No genes            IGHJ1*01            
        Res  : IGHV3-49*02         IGHD7-27*01         IGHJ1*01            

S2549   Pred : IGHV3-7*01          IGHD6-19*01         IGHJ1*01            
        Res  : IGHV3-7*01          IGHD6-19*01         IGHJ1*01            

S2550   Pred : IGHV4-59*10         IGHD3-16*01         IGHJ2*01            
        Res  : IGHV4-59*10         IGHD1-26*01         IGHJ2*01            

S2551   Pred : IGHV1-8*01          IGHD7-27*01         IGHJ6*03            
        Res  : IGHV1-8*01          IGHD7-27*01         IGHJ6*03            

S2552   Pred : IGHV3-NL1*01        No genes            IGHJ4*01            
        Res  : IGHV3-NL1*01        IGHD1-7*01          IGHJ4*01            

S2553   Pred : IGHV3-66*01         IGHD2/OR15-2b*01    IGHJ3*02            
        Res  : IGHV3-66*01         IGHD2/OR15-2a*01    IGHJ3*02            

S2554   Pred : IGHV3-7*02          IGHD5-24*01         IGHJ6*02            
        Res  : IGHV3-7*02          IGHD5-24*01         IGHJ6*02            

S2555   Pred : IGHV3/OR16-13*01    IGHD1-20*01         IGHJ2*01            
        Res  : IGHV3/OR16-13*01    IGHD1-20*01         IGHJ2*01            

S2556   Pred : IGHV4/OR15-8*01     IGHD3-3*01          IGHJ4*01            
        Res  : IGHV4/OR15-8*01     IGHD3-3*01          IGHJ4*01            

S2557   Pred : IGHV3-23*04         IGHD2-15*01         IGHJ6*02            
        Res  : IGHV3-23*04         IGHD2-15*01         IGHJ6*02            

S2558   Pred : IGHV3-64*03         IGHD1-26*01         IGHJ6*03            
        Res  : IGHV3-64*01         IGHD6-19*01         IGHJ6*03            

S2559   Pred : IGHV3-20*02         IGHD1/OR15-1a*01    IGHJ6*03            
        Res  : IGHV3-20*02         IGHD1-7*01          IGHJ6*03            

S2560   Pred : IGHV3-20*02         IGHD2-2*03          IGHJ4*02            
        Res  : IGHV3-20*02         IGHD2-2*02          IGHJ4*02            

S2561   Pred : IGHV1-45*01         IGHD4/OR15-4b*01    IGHJ3*01            
        Res  : IGHV1-45*01         IGHD4/OR15-4a*01    IGHJ3*01            

S2562   Pred : IGHV3-73*01         IGHD6-25*01         IGHJ4*02            
        Res  : IGHV3-73*01         IGHD6-25*01         IGHJ4*02            

S2563   Pred : IGHV3-20*01         IGHD6-13*01         IGHJ1*01            
        Res  : IGHV3-20*01         IGHD6-13*01         IGHJ1*01            

S2564   Pred : IGHV4-31*01         IGHD3-3*01          IGHJ4*02            
        Res  : IGHV4-31*08         IGHD3-3*02          IGHJ4*02            

S2565   Pred : IGHV3-53*03         IGHD5/OR15-5a*01    IGHJ2*01            
        Res  : IGHV3-53*03         IGHD5/OR15-5a*01    IGHJ2*01            

S2566   Pred : IGHV1-69*04         IGHD3/OR15-3b*01    IGHJ4*03            
        Res  : IGHV1-69*04         IGHD3/OR15-3a*01    IGHJ4*03            

S2567   Pred : IGHV1-46*01         IGHD3-9*01          IGHJ3*02            
        Res  : IGHV1-46*01         IGHD3-9*01          IGHJ3*02            

S2568   Pred : IGHV1-2*05          No genes            IGHJ6*01            
        Res  : IGHV1-2*05          IGHD2-2*02          IGHJ6*01            

S2569   Pred : IGHV3-25*04         IGHD3-16*01         IGHJ6*04            
        Res  : IGHV3-25*04         IGHD3-16*02         IGHJ6*04            

S2570   Pred : IGHV4/OR15-8*01     IGHD6-25*01         IGHJ1*01            
        Res  : IGHV4/OR15-8*01     IGHD6-13*01         IGHJ1*01            

S2571   Pred : IGHV1-46*03         IGHD1-20*01         IGHJ2*01            
        Res  : IGHV1-46*01         IGHD1-7*01          IGHJ2*01            

S2572   Pred : IGHV3-21*04         IGHD2-2*02          IGHJ1*01            
        Res  : IGHV3-21*03         IGHD2-2*03          IGHJ1*01            

S2573   Pred : IGHV2-70*04         IGHD5/OR15-5b*01    IGHJ5*01            
        Res  : IGHV2-70D*04        IGHD4-23*01         IGHJ5*01            

S2574   Pred : IGHV5-51*04         IGHD3-16*02         IGHJ3*02            
        Res  : IGHV5-51*03         IGHD3-16*02         IGHJ3*02            

S2575   Pred : IGHV3-9*01          IGHD1-26*01         IGHJ5*02            
        Res  : IGHV3-9*03          IGHD1-26*01         IGHJ5*02            

S2576   Pred : IGHV3-30*01         IGHD2-21*01         IGHJ4*02            
        Res  : IGHV3-30*15         IGHD2-21*01         IGHJ4*02            

S2577   Pred : IGHV3-9*03          IGHD1-7*01          IGHJ5*01            
        Res  : IGHV3-9*01          IGHD1-7*01          IGHJ5*01            

S2578   Pred : IGHV1-24*01         IGHD4-4*01          IGHJ1*01            
        Res  : IGHV1-24*01         IGHD4-11*01         IGHJ1*01            

S2579   Pred : IGHV1-3*01          IGHD5/OR15-5a*01    IGHJ5*02            
        Res  : IGHV1-3*01          IGHD5/OR15-5a*01    IGHJ5*02            

S2580   Pred : IGHV3-15*05         IGHD4/OR15-4a*01    IGHJ1*01            
        Res  : IGHV3-15*01         IGHD4-23*01         IGHJ1*01            

S2581   Pred : IGHV4/OR15-8*03     IGHD3-9*01          IGHJ1*01            
        Res  : IGHV4/OR15-8*01     IGHD3-9*01          IGHJ1*01            

S2582   Pred : IGHV3-16*01         IGHD3-16*01         IGHJ6*02            
        Res  : IGHV3-16*01         IGHD3-16*01         IGHJ6*02            

S2583   Pred : IGHV4-30-4*04       IGHD6-6*01          IGHJ5*02            
        Res  : IGHV4-30-4*04       IGHD6-13*01         IGHJ5*02            

S2584   Pred : IGHV1-46*03         No genes            IGHJ2*01            
        Res  : IGHV1-46*03         IGHD1-14*01         IGHJ2*01            

S2585   Pred : IGHV7-4-1*02        IGHD3-16*01         IGHJ3*02            
        Res  : IGHV7-4-1*02        IGHD3-16*01         IGHJ3*02            

S2586   Pred : IGHV3-15*02         IGHD3-3*02          IGHJ2*01            
        Res  : IGHV3-15*02         IGHD3-3*02          IGHJ2*01            

S2587   Pred : IGHV3-23*05         IGHD1-26*01         IGHJ2*01            
        Res  : IGHV3-23*01         IGHD7-27*01         IGHJ2*01            

S2588   Pred : IGHV3-64D*06        No genes            IGHJ2*01            
        Res  : IGHV3-64D*06        IGHD1-7*01          IGHJ2*01            

S2589   Pred : IGHV3-64D*06        IGHD1/OR15-1b*01    IGHJ5*02            
        Res  : IGHV3-64D*06        IGHD1-20*01         IGHJ5*02            

S2590   Pred : IGHV3-23*05         IGHD1/OR15-1b*01    IGHJ5*01            
        Res  : IGHV3-23*05         IGHD1-20*01         IGHJ5*01            

S2591   Pred : IGHV1-46*01         IGHD1-14*01         IGHJ1*01            
        Res  : IGHV1-46*01         IGHD1-14*01         IGHJ1*01            

S2592   Pred : IGHV7-4-1*03        IGHD3-9*01          IGHJ3*01            
        Res  : IGHV7-4-1*04        IGHD4-23*01         IGHJ3*01            

S2593   Pred : IGHV3-30-5*02       IGHD2-21*02         IGHJ5*01            
        Res  : IGHV3-30*02         IGHD2-21*02         IGHJ5*01            

S2594   Pred : IGHV3-11*05         IGHD3-10*02         IGHJ1*01            
        Res  : IGHV3-11*05         IGHD3-10*02         IGHJ1*01            

S2595   Pred : IGHV3-9*03          No genes            IGHJ1*01            
        Res  : IGHV3-9*01          IGHD1-14*01         IGHJ1*01            

S2596   Pred : IGHV7-4-1*04        No genes            IGHJ3*02            
        Res  : IGHV7-4-1*01        IGHD4-17*01         IGHJ3*02            

S2597   Pred : IGHV2-26*01         IGHD3-3*02          IGHJ4*03            
        Res  : IGHV2-26*01         IGHD3-3*02          IGHJ4*03            

S2598   Pred : IGHV3-48*01         No genes            IGHJ1*01            
        Res  : IGHV3-48*01         IGHD4-11*01         IGHJ1*01            

S2599   Pred : IGHV4-38-2*01       IGHD2-21*02         IGHJ4*02            
        Res  : IGHV4-38-2*01       IGHD2-21*02         IGHJ4*02            

S2600   Pred : IGHV3-64D*06        IGHD2-21*02         IGHJ5*01            
        Res  : IGHV3-64D*06        IGHD2-21*02         IGHJ5*01            

S2601   Pred : IGHV3-73*01         IGHD2-2*02          IGHJ4*03            
        Res  : IGHV3-73*01         IGHD2/OR15-2a*01    IGHJ4*03            

S2602   Pred : IGHV1-2*04          IGHD3-22*01         IGHJ5*02            
        Res  : IGHV1-2*02          IGHD3-22*01         IGHJ5*02            

S2603   Pred : IGHV3-13*02         IGHD1-7*01          IGHJ6*04            
        Res  : IGHV3-13*02         IGHD1-7*01          IGHJ6*04            

S2604   Pred : IGHV3-64D*06        IGHD2/OR15-2a*01    IGHJ3*01            
        Res  : IGHV3-64D*06        IGHD4-11*01         IGHJ3*01            

S2605   Pred : IGHV3-64*04         IGHD4/OR15-4a*01    IGHJ6*04            
        Res  : IGHV3-64*04         IGHD4-23*01         IGHJ6*04            

S2606   Pred : IGHV3-7*03          IGHD1-1*01          IGHJ2*01            
        Res  : IGHV3-7*01          IGHD1-7*01          IGHJ2*01            

S2607   Pred : IGHV4-61*03         IGHD2-15*01         IGHJ6*01            
        Res  : IGHV4-61*03         IGHD2-15*01         IGHJ6*01            

S2608   Pred : IGHV4-34*08         IGHD1-1*01          IGHJ6*02            
        Res  : IGHV4-34*08         IGHD1-1*01          IGHJ6*02            

S2609   Pred : IGHV4-30-2*06       IGHD5-24*01         IGHJ3*02            
        Res  : IGHV4-30-2*06       IGHD2-8*02          IGHJ3*01            

S2610   Pred : IGHV3/OR16-10*01    IGHD3-16*02         IGHJ2*01            
        Res  : IGHV3/OR16-10*01    IGHD6-25*01         IGHJ2*01            

S2611   Pred : IGHV3-25*04         IGHD1-1*01          IGHJ5*02            
        Res  : IGHV3-25*04         IGHD1-20*01         IGHJ5*02            

S2612   Pred : IGHV6-1*01          IGHD4-23*01         IGHJ5*01            
        Res  : IGHV6-1*01          IGHD4-23*01         IGHJ5*01            

S2613   Pred : IGHV3/OR16-13*01    IGHD3-10*01         IGHJ5*01            
        Res  : IGHV3/OR16-13*01    IGHD7-27*01         IGHJ5*01            

S2614   Pred : IGHV3-53*04         IGHD3-9*01          IGHJ1*01            
        Res  : IGHV3-53*04         IGHD3-9*01          IGHJ1*01            

S2615   Pred : IGHV1-2*05          IGHD6-25*01         IGHJ6*03            
        Res  : IGHV1-2*05          IGHD6-13*01         IGHJ6*03            

S2616   Pred : IGHV3-73*02         IGHD4-23*01         IGHJ4*02            
        Res  : IGHV3-73*02         IGHD4-23*01         IGHJ4*02            

S2617   Pred : IGHV4-34*05         No genes            IGHJ5*01            
        Res  : IGHV4-34*05         IGHD5-12*01         IGHJ5*01            

S2618   Pred : IGHV2-5*08          IGHD5-5*01          IGHJ6*02            
        Res  : IGHV2-5*08          IGHD1-1*01          IGHJ6*02            

S2619   Pred : IGHV1-46*03         IGHD3-10*01         IGHJ6*03            
        Res  : IGHV1-46*01         IGHD1-14*01         IGHJ6*03            

S2620   Pred : IGHV3-74*03         IGHD2-21*02         IGHJ5*02            
        Res  : IGHV3-74*03         IGHD2-21*02         IGHJ5*02            

S2621   Pred : IGHV1/OR15-9*01     IGHD2/OR15-2b*01    IGHJ1*01            
        Res  : IGHV1/OR15-9*01     IGHD2/OR15-2a*01    IGHJ1*01            

S2622   Pred : IGHV3-35*01         IGHD2-21*02         IGHJ6*01            
        Res  : IGHV3-35*01         IGHD2-21*02         IGHJ6*01            

S2623   Pred : IGHV2-70*08         No genes            IGHJ5*02            
        Res  : IGHV2-70*08         IGHD7-27*01         IGHJ5*02            

S2624   Pred : IGHV3/OR15-7*01     IGHD4-23*01         IGHJ3*01            
        Res  : IGHV3/OR15-7*03     IGHD4-23*01         IGHJ3*01            

S2625   Pred : IGHV7-4-1*02        No genes            IGHJ3*02            
        Res  : IGHV7-4-1*02        IGHD1-7*01          IGHJ3*02            

S2626   Pred : IGHV3/OR16-9*01     IGHD6-19*01         IGHJ2*01            
        Res  : IGHV3/OR16-9*01     IGHD6-19*01         IGHJ2*01            

S2627   Pred : IGHV7-81*01         IGHD4-4*01          IGHJ5*02            
        Res  : IGHV7-81*01         IGHD6-13*01         IGHJ5*02            

S2628   Pred : IGHV2/OR16-5*01     IGHD5-5*01          IGHJ2*01            
        Res  : IGHV2/OR16-5*01     IGHD5-18*01         IGHJ2*01            

S2629   Pred : IGHV3-35*01         IGHD3-22*01         IGHJ2*01            
        Res  : IGHV3-35*01         IGHD3-22*01         IGHJ2*01            

S2630   Pred : IGHV4-59*03         IGHD1-26*01         IGHJ2*01            
        Res  : IGHV4-59*03         IGHD1/OR15-1a*01    IGHJ2*01            

S2631   Pred : IGHV1-46*03         IGHD5-24*01         IGHJ1*01            
        Res  : IGHV1-46*01         IGHD5-24*01         IGHJ1*01            

S2632   Pred : IGHV3-23*03         IGHD6-19*01         IGHJ6*01            
        Res  : IGHV3-23*03         IGHD6-6*01          IGHJ6*01            

S2633   Pred : IGHV1-69*11         IGHD6-25*01         IGHJ1*01            
        Res  : IGHV1-69*11         IGHD6-25*01         IGHJ1*01            

S2634   Pred : IGHV7-4-1*05        IGHD3-22*01         IGHJ6*03            
        Res  : IGHV7-4-1*02        IGHD3-22*01         IGHJ6*03            

S2635   Pred : IGHV3-25*04         No genes            IGHJ6*03            
        Res  : IGHV3-25*04         IGHD1-26*01         IGHJ6*03            

S2636   Pred : IGHV3/OR16-9*01     IGHD1-1*01          IGHJ2*01            
        Res  : IGHV3/OR16-9*01     IGHD1-1*01          IGHJ2*01            

S2637   Pred : IGHV3-30*19         IGHD3-9*01          IGHJ6*02            
        Res  : IGHV3-30*19         IGHD3-9*01          IGHJ6*02            

S2638   Pred : IGHV3-48*02         IGHD3-3*01          IGHJ1*01            
        Res  : IGHV3-48*02         IGHD3-3*02          IGHJ1*01            

S2639   Pred : IGHV3-33*02         IGHD3-3*02          IGHJ3*01            
        Res  : IGHV3-33*02         IGHD6-25*01         IGHJ3*01            

S2640   Pred : IGHV3-13*02         IGHD3-3*02          IGHJ5*02            
        Res  : IGHV3-13*02         IGHD3-3*02          IGHJ5*02            

S2641   Pred : IGHV6-1*02          IGHD1-1*01          IGHJ3*02            
        Res  : IGHV6-1*02          IGHD1-1*01          IGHJ3*02            

S2642   Pred : IGHV3/OR16-12*01    IGHD1-14*01         IGHJ6*04            
        Res  : IGHV3/OR16-12*01    IGHD4-17*01         IGHJ6*04            

S2643   Pred : IGHV1-69-2*01       IGHD1-20*01         IGHJ6*03            
        Res  : IGHV1-69-2*01       IGHD1-7*01          IGHJ6*03            

S2644   Pred : IGHV4-34*02         IGHD4-4*01          IGHJ5*01            
        Res  : IGHV4-34*02         IGHD4-11*01         IGHJ5*01            

S2645   Pred : IGHV3-30*11         IGHD2-8*02          IGHJ6*02            
        Res  : IGHV3-30*11         IGHD2-8*02          IGHJ6*02            

S2646   Pred : IGHV3/OR16-12*01    IGHD3-22*01         IGHJ5*02            
        Res  : IGHV3/OR16-12*01    IGHD3-22*01         IGHJ5*02            

S2647   Pred : IGHV3-11*04         IGHD3-9*01          IGHJ5*02            
        Res  : IGHV3-11*05         IGHD3-9*01          IGHJ5*02            

S2648   Pred : IGHV1-69*01         No genes            IGHJ6*04            
        Res  : IGHV1-69D*01        IGHD1-14*01         IGHJ6*04            

S2649   Pred : IGHV3-53*02         IGHD3-22*01         IGHJ5*02            
        Res  : IGHV3-53*02         IGHD3-22*01         IGHJ5*02            

S2650   Pred : IGHV3-48*01         No genes            IGHJ5*01            
        Res  : IGHV3-48*02         IGHD6-13*01         IGHJ5*01            

S2651   Pred : IGHV4-39*05         IGHD3-22*01         IGHJ3*02            
        Res  : IGHV4-39*05         IGHD1-26*01         IGHJ3*02            

S2652   Pred : IGHV3-9*03          IGHD3-9*01          IGHJ1*01            
        Res  : IGHV3-9*01          IGHD3-9*01          IGHJ1*01            

S2653   Pred : IGHV3-11*03         No genes            IGHJ6*01            
        Res  : IGHV3-11*06         IGHD1-7*01          IGHJ6*01            

S2654   Pred : IGHV4/OR15-8*02     IGHD5-24*01         IGHJ4*02            
        Res  : IGHV4/OR15-8*02     IGHD5-24*01         IGHJ4*02            

S2655   Pred : IGHV1/OR21-1*01     No genes            IGHJ4*02            
        Res  : IGHV1/OR21-1*01     IGHD7-27*01         IGHJ4*02            

S2656   Pred : IGHV1-8*01          IGHD6-6*01          IGHJ3*02            
        Res  : IGHV1-8*01          IGHD6-6*01          IGHJ3*02            

S2657   Pred : IGHV4-59*06         IGHD3-22*01         IGHJ6*02            
        Res  : IGHV4-59*06         IGHD3-22*01         IGHJ6*02            

S2658   Pred : IGHV3-15*08         IGHD6-25*01         IGHJ5*01            
        Res  : IGHV3-15*08         IGHD6-13*01         IGHJ5*01            

S2659   Pred : IGHV1/OR15-9*01     IGHD4-4*01          IGHJ5*02            
        Res  : IGHV1/OR15-9*01     IGHD4-11*01         IGHJ5*02            

S2660   Pred : IGHV1-8*01          IGHD2/OR15-2a*01    IGHJ6*02            
        Res  : IGHV1-8*01          IGHD2/OR15-2a*01    IGHJ6*02            

S2661   Pred : IGHV4-34*09         IGHD3-3*01          IGHJ5*02            
        Res  : IGHV4-34*09         IGHD3-3*02          IGHJ5*02            

S2662   Pred : IGHV4-28*07         IGHD1-1*01          IGHJ6*04            
        Res  : IGHV4-28*07         IGHD1-14*01         IGHJ6*04            

S2663   Pred : IGHV4-59*03         IGHD3-3*01          IGHJ6*02            
        Res  : IGHV4-59*03         IGHD3-3*01          IGHJ6*02            

S2664   Pred : IGHV1/OR21-1*01     IGHD4-23*01         IGHJ1*01            
        Res  : IGHV1/OR21-1*01     IGHD4-23*01         IGHJ1*01            

S2665   Pred : IGHV3/OR16-10*01    IGHD3-16*01         IGHJ4*01            
        Res  : IGHV3/OR16-10*01    IGHD3-16*02         IGHJ4*01            

S2666   Pred : IGHV3-73*02         IGHD2-15*01         IGHJ4*03            
        Res  : IGHV3-73*02         IGHD2-15*01         IGHJ4*03            

S2667   Pred : IGHV3-NL1*01        IGHD6-6*01          IGHJ4*02            
        Res  : IGHV3-NL1*01        IGHD6-6*01          IGHJ4*02            

S2668   Pred : IGHV3/OR16-13*01    IGHD3/OR15-3b*01    IGHJ6*04            
        Res  : IGHV3/OR16-13*01    IGHD3/OR15-3a*01    IGHJ6*04            

S2669   Pred : IGHV3-72*01         IGHD3-3*02          IGHJ3*02            
        Res  : IGHV3-72*01         IGHD3-3*02          IGHJ3*01            

S2670   Pred : IGHV3/OR16-12*01    No genes            IGHJ1*01            
        Res  : IGHV3/OR16-12*01    IGHD3-3*01          IGHJ1*01            

S2671   Pred : IGHV3-9*03          IGHD4-23*01         IGHJ2*01            
        Res  : IGHV3-9*01          IGHD4-23*01         IGHJ2*01            

S2672   Pred : IGHV1/OR15-9*01     IGHD5-12*01         IGHJ4*03            
        Res  : IGHV1/OR15-9*01     IGHD5-12*01         IGHJ4*03            

S2673   Pred : IGHV3-64D*06        IGHD1-14*01         IGHJ3*02            
        Res  : IGHV3-64D*06        IGHD1-14*01         IGHJ3*02            

S2674   Pred : IGHV4-34*02         IGHD2-21*01         IGHJ4*03            
        Res  : IGHV4-34*02         IGHD5-18*01         IGHJ4*03            

S2675   Pred : IGHV3-38*03         No genes            IGHJ3*01            
        Res  : IGHV3-38*03         IGHD1-20*01         IGHJ3*01            

S2676   Pred : IGHV3-21*04         No genes            IGHJ2*01            
        Res  : IGHV3-21*03         IGHD1-20*01         IGHJ2*01            

S2677   Pred : IGHV2/OR16-5*01     IGHD1-14*01         IGHJ5*02            
        Res  : IGHV2/OR16-5*01     IGHD1-14*01         IGHJ5*02            

S2678   Pred : IGHV3-48*03         IGHD3-3*01          IGHJ2*01            
        Res  : IGHV3-48*03         IGHD3-9*01          IGHJ2*01            

S2679   Pred : IGHV4-4*07          IGHD4-4*01          IGHJ1*01            
        Res  : IGHV4-4*07          IGHD5-18*01         IGHJ1*01            

S2680   Pred : IGHV3-25*04         IGHD1-20*01         IGHJ5*02            
        Res  : IGHV3-25*04         IGHD4/OR15-4a*01    IGHJ5*02            

S2681   Pred : IGHV4-30-2*06       IGHD5/OR15-5a*01    IGHJ3*01            
        Res  : IGHV4-30-2*05       IGHD5/OR15-5a*01    IGHJ3*01            

S2682   Pred : IGHV5-51*02         IGHD6-19*01         IGHJ2*01            
        Res  : IGHV5-51*02         IGHD6-25*01         IGHJ2*01            

S2683   Pred : IGHV3-64D*06        IGHD1/OR15-1b*01    IGHJ5*01            
        Res  : IGHV3-64D*06        IGHD1-7*01          IGHJ5*01            

S2684   Pred : IGHV4/OR15-8*03     IGHD4-23*01         IGHJ1*01            
        Res  : IGHV4/OR15-8*03     IGHD4-23*01         IGHJ1*01            

S2685   Pred : IGHV1-8*01          IGHD5-5*01          IGHJ2*01            
        Res  : IGHV1-8*01          IGHD5-18*01         IGHJ2*01            

S2686   Pred : IGHV1-18*01         IGHD3-22*01         IGHJ4*02            
        Res  : IGHV1-18*03         IGHD3-22*01         IGHJ4*02            

S2687   Pred : IGHV3-13*05         IGHD3/OR15-3a*01    IGHJ6*02            
        Res  : IGHV3-13*05         IGHD3/OR15-3a*01    IGHJ6*02            

S2688   Pred : IGHV7-81*01         IGHD5-24*01         IGHJ1*01            
        Res  : IGHV7-81*01         IGHD5-24*01         IGHJ1*01            

S2689   Pred : IGHV1-18*04         No genes            IGHJ2*01            
        Res  : IGHV1-18*04         IGHD6-19*01         IGHJ2*01            

S2690   Pred : IGHV4-38-2*02       IGHD1-26*01         IGHJ5*01            
        Res  : IGHV4-38-2*02       IGHD1-26*01         IGHJ5*01            

S2691   Pred : IGHV4-31*04         IGHD1-7*01          IGHJ3*02            
        Res  : IGHV4-31*04         IGHD4-23*01         IGHJ3*02            

